Roll No,student_name,gender,dob,class_teacher,maths,english,kiswahili,physics,chemistry,biology,geography,history,agriculture,computer,attendance (%),average,grade
249,Meredith Mcgrath,female,01-10-05,Mr. Smith,38,16,18,84,40,51,83,92,94,8,75,58.15,B-
250,Michael Lee,female,12-06-03,Mrs. Davis,43,18,81,0,52,62,8,41,63,56,100,46.15,C-
251,Robert Weaver,female,01-08-08,Mr. Smith,66,94,24,90,96,43,41,29,1,66,20,50.92,C
252,Scott Vaughn,female,4/16/1993,Mr. Brown,37,10,12,69,33,45,37,48,52,38,55,43.46,D+
253,Ashley Navarro,female,09-03-94,Mrs. Davis,31,88,35,5,86,31,51,16,64,82,65,52.54,C
254,Alicia Johnson,female,08-09-07,Mr. Brown,82,7,14,88,11,22,74,44,92,79,0,45.38,C-
255,Daniel Johnson,female,10/14/2007,Mr. Smith,40,44,46,67,31,57,59,2,92,64,55,51.31,C
256,Richard Hensley,female,10/25/1999,Mr. Brown,39,51,6,67,24,85,47,78,95,79,80,57.92,B-
257,Sean Barnes,male,2/28/2010,Mr. Smith,27,58,18,59,93,81,25,86,25,23,35,51,C
258,Carrie Arias,female,09-09-99,Ms. Johnson,94,61,81,25,39,88,72,13,68,45,55,58.85,B-
259,Billy Haas,female,07-12-93,Mr. Brown,55,34,73,10,33,7,89,35,61,22,75,51,C
260,Victoria Nelson,male,12/28/1993,Mrs. Davis,50,60,26,2,70,81,30,77,48,94,15,51.46,C
261,Mitchell Hall,female,10/23/2009,Ms. Johnson,13,71,21,93,77,39,6,40,96,29,70,46.54,C-
262,David Gould,female,3/23/1994,Mrs. Davis,21,27,68,32,62,40,79,65,46,4,0,45,C-
263,Dennis Rios,male,1/29/1998,Ms. Johnson,82,44,71,94,3,16,67,7,20,91,60,50.69,C
264,James Jenkins,female,7/17/2000,Mr. Brown,83,92,47,21,45,16,98,26,58,73,55,53.92,C
265,Benjamin Moore,male,1/17/2005,Mr. Smith,11,32,48,35,71,65,11,59,96,7,15,42.46,D+
266,Victoria Martinez,male,11/18/1993,Mrs. Davis,93,83,35,47,98,40,52,48,89,86,70,60.23,B
267,Emily Oconnor,male,10/28/2001,Mrs. Davis,87,88,19,80,57,44,10,29,94,56,50,50.54,C
268,Casey Allen,female,11-01-92,Mrs. Davis,2,11,52,26,43,18,21,2,17,58,85,34.46,D-
269,Scott Cochran,female,10/21/2007,Mr. Brown,52,84,65,97,32,39,23,71,30,33,60,51.15,C
270,Lisa Lopez,female,03-05-06,Mr. Smith,82,12,9,70,73,59,68,79,90,88,15,63.54,B
271,Leslie Stevens,male,6/20/1997,Mr. Brown,46,14,77,78,12,55,30,74,46,6,35,40.08,D+
272,Christine Jackson,male,2/18/1994,Mr. Brown,15,27,72,41,24,96,98,65,33,47,50,53.85,C
273,Brenda Lee,female,3/20/2005,Mrs. Davis,7,57,94,48,61,79,63,95,34,73,80,55.54,B-
274,Gail Anderson,male,6/30/1994,Mr. Smith,33,2,49,63,27,5,57,36,5,24,10,33.08,D-
275,Martin Meyer,female,03-10-06,Mrs. Davis,71,85,89,84,10,85,31,69,70,87,65,69,B
276,Phillip Pruitt,male,01-10-01,Mr. Brown,30,88,92,46,23,97,86,100,3,79,25,56.46,B-
277,Adam Cox,male,04-12-95,Mr. Smith,13,24,69,9,99,76,49,16,30,25,100,38.08,D
278,Robert Velez,female,06-07-90,Mr. Smith,16,61,1,97,79,59,55,98,59,28,10,54.85,C
279,Suzanne Lowe,female,11/16/2000,Mr. Smith,44,81,49,3,37,71,48,65,57,39,55,50.69,C
280,Michael Alvarez,female,03-11-04,Ms. Johnson,9,64,49,70,43,50,82,43,72,80,25,55.46,B-
281,Olivia Rodriguez,male,12-12-08,Mrs. Davis,0,99,98,67,63,83,27,73,41,12,75,60.54,B
282,Mr. Eric Elliott,male,4/21/2009,Ms. Johnson,16,49,48,27,37,3,83,48,48,100,5,51.38,C
283,Marcus Nelson,female,8/14/1992,Mr. Brown,12,30,43,18,7,42,70,8,72,89,85,45.62,C-
284,Troy Smith,male,6/19/1997,Ms. Johnson,75,77,39,5,66,72,76,54,23,51,65,54.92,C
285,Timothy Sanchez,male,1/22/2003,Mr. Brown,36,84,43,19,11,65,35,17,16,20,90,38.69,D
286,Cathy Kidd,male,2/17/1990,Mrs. Davis,52,2,24,60,70,55,45,91,94,65,75,56.38,B-
287,Danny Cline,male,2/17/2010,Mr. Smith,17,12,61,68,44,40,71,23,66,57,75,53.38,C
288,Joel Mitchell,male,8/21/1990,Mrs. Davis,64,49,75,33,95,93,55,96,98,75,50,69.23,B
289,Vanessa Andrews,male,1/21/2009,Mrs. Davis,93,37,91,30,83,13,66,10,88,100,85,57.38,B-
290,Linda Smith,male,11/13/1996,Mrs. Davis,74,36,56,89,47,46,41,82,91,53,20,60.38,B
291,Catherine Reynolds,female,3/22/2008,Ms. Johnson,42,37,27,64,43,77,14,29,23,15,80,42.69,D+
292,Amy Hill,female,1/23/1994,Mr. Brown,31,24,22,85,30,17,19,9,100,95,65,44.46,D+
293,Tammie Bean,female,09-12-05,Mr. Brown,51,77,34,58,78,98,88,3,73,75,35,60.46,B
294,Erica Mckenzie,male,10-01-96,Ms. Johnson,63,65,90,63,62,91,27,75,26,61,95,58.31,B-
295,James Roman,female,05-04-93,Ms. Johnson,12,12,12,38,18,83,84,57,82,49,70,50.15,C
296,Joshua Frederick,male,6/22/2000,Mr. Smith,29,82,79,8,99,44,58,33,61,85,25,59.85,B-
297,Judy Hall,female,4/20/2008,Mrs. Davis,58,2,81,84,56,29,10,82,48,28,15,42.31,D+
298,Caitlin Scott DVM,male,6/21/2008,Mr. Brown,88,26,12,87,20,65,21,15,56,41,55,40.62,D+
299,Jennifer Key,female,10-11-10,Mrs. Davis,29,90,80,8,50,72,16,19,30,45,15,43.62,D+
300,Makayla Bell,female,3/24/1992,Mr. Brown,95,99,99,83,53,17,59,41,66,6,65,56.62,B-
301,Robert Cortez,male,8/23/2006,Mr. Brown,22,84,0,45,100,98,64,13,99,39,40,50.38,C
302,Troy Murray,female,5/30/1992,Mr. Smith,22,11,21,87,55,34,46,37,62,96,5,39.54,D
303,John Dillon,male,2/20/2003,Mr. Smith,0,7,34,39,30,42,27,85,48,37,10,34.31,D-
304,Stephen Pollard,female,04-02-03,Mr. Brown,36,41,51,31,73,48,59,15,19,13,85,36.46,D
305,Donald Cochran,male,6/28/1992,Mrs. Davis,10,89,64,38,0,0,26,10,54,90,40,46.08,C-
306,Donna Townsend,female,4/13/2005,Mrs. Davis,45,83,70,45,82,34,74,31,18,63,45,54.15,C
307,Robin Thompson,male,04-12-10,Mrs. Davis,41,35,86,85,44,39,57,0,60,75,15,52.92,C
308,Scott Trujillo,female,10-01-01,Ms. Johnson,20,37,50,33,75,47,47,80,94,8,70,51.08,C
309,John Mitchell,female,9/23/2005,Mr. Smith,28,77,62,42,78,38,45,100,89,32,60,54.69,C
310,Courtney Chavez,female,12/31/2008,Mr. Brown,26,93,98,69,51,14,26,58,20,18,35,44.15,D+
311,Christopher Miller,female,11/29/1999,Mr. Brown,41,85,15,42,42,49,98,49,39,98,25,57.08,B-
312,Mark Alvarez,male,12/30/2003,Mrs. Davis,99,40,16,50,74,25,89,52,45,13,30,51.62,C
313,Ashley Price,female,1/13/1998,Mrs. Davis,49,9,2,46,88,27,79,83,69,59,95,47.85,C-
314,Jeffrey Hill,female,7/30/1990,Mrs. Davis,9,1,19,2,57,72,41,66,98,41,85,41.46,D+
315,Donald Orozco,male,08-06-02,Mr. Smith,17,40,76,0,33,96,16,43,10,83,0,47.92,C-
316,Melissa Alvarado,male,03-02-95,Mrs. Davis,86,46,10,44,44,53,10,30,85,86,95,47.15,C-
317,Kendra Harrison,male,10-08-06,Mrs. Davis,27,26,24,31,22,46,17,67,50,99,45,43.15,D+
318,Richard Williams,male,10-09-90,Mr. Brown,22,23,20,69,33,91,96,10,63,30,10,49,C-
319,Michael Mclaughlin,female,8/31/2008,Mr. Smith,14,91,21,76,53,31,54,18,89,49,70,47.62,C-
320,Erica Burton,female,08-09-00,Mrs. Davis,13,88,64,41,71,4,5,41,35,20,65,38.92,D
321,Meghan Burgess,female,02-06-07,Mr. Smith,3,21,78,87,13,54,61,19,86,85,80,55.62,B-
322,Katherine Guerrero,male,10-10-93,Ms. Johnson,20,20,18,72,15,57,57,61,83,100,40,44.69,D+
323,Colleen Collins DDS,male,2/21/1998,Mrs. Davis,21,100,33,39,15,27,6,17,5,20,0,25.31,E
324,Wesley Jones,male,7/25/2005,Mr. Brown,48,15,40,1,68,92,42,100,7,62,15,49.31,C-
325,Kimberly Winters,female,07-10-98,Ms. Johnson,54,15,29,86,25,60,89,8,24,68,25,45.62,C-
326,Brittany Mccullough,male,3/26/1994,Ms. Johnson,68,66,81,17,73,11,71,39,84,32,55,48.77,C-
327,Eric Whitaker MD,male,6/21/2006,Mr. Smith,92,74,91,26,69,7,51,89,78,34,80,51.31,C
328,Derrick Robinson,female,03-09-04,Mrs. Davis,80,15,38,12,37,57,64,97,62,43,10,57.31,B-
329,Monica Parker,male,12-08-09,Mrs. Davis,79,22,31,25,85,14,7,48,84,37,100,37.31,D
330,Paul Irwin,female,06-10-94,Mr. Brown,40,18,26,5,94,54,39,96,30,38,40,45.46,C-
331,Brian Ballard,male,1/13/1994,Mr. Brown,46,73,4,50,4,68,28,65,16,22,5,37.62,D
332,Tyler Lutz,male,07-03-91,Mrs. Davis,75,82,69,12,50,41,16,30,26,61,45,48.69,C-
333,Linda Sims,male,06-06-07,Mr. Smith,36,83,91,82,16,2,36,1,50,65,85,42.77,D+
334,Kimberly Castro,female,12-08-09,Mr. Smith,73,32,56,94,9,17,32,80,67,8,65,43.92,D+
335,Megan Hall,female,12-07-06,Mr. Brown,49,1,92,96,82,30,33,17,99,71,15,56.23,B-
336,Tyler Webb,female,02-12-04,Mr. Smith,96,59,52,64,6,44,68,55,74,58,90,56.85,B-
337,Justin Smith Jr.,male,8/19/1996,Mr. Brown,97,63,94,55,54,32,76,32,33,80,65,61.15,B
338,John Cooper,male,9/23/2003,Ms. Johnson,34,47,51,41,0,60,18,91,11,87,75,46.62,C-
339,Thomas Allen,female,7/25/2006,Ms. Johnson,96,84,78,96,81,45,95,90,50,42,0,65.31,B
340,Jeffrey Robertson,female,4/28/2005,Ms. Johnson,56,19,82,35,41,10,0,12,19,39,60,34,D-
341,Allen Oconnor,male,6/22/1996,Mrs. Davis,49,28,50,20,80,9,38,27,5,30,65,41.46,D+
342,Tammie Fernandez MD,male,02-11-05,Mrs. Davis,18,64,63,9,29,32,10,20,72,100,40,36.54,D
343,John Elliott,male,5/20/1998,Mr. Brown,49,38,60,62,10,56,58,12,36,71,85,45.54,C-
344,Phillip Harris,female,03-06-07,Mrs. Davis,2,27,94,15,21,44,1,21,17,46,5,30.92,D-
345,Jay Nelson,male,06-12-99,Mrs. Davis,73,62,29,98,64,94,37,19,59,64,40,54.23,C
346,Kaitlyn Miller,male,08-11-98,Mr. Brown,12,36,100,39,85,100,91,26,97,62,80,68.31,B
347,Donald Lopez,female,03-11-09,Mr. Smith,82,32,4,54,47,98,44,90,16,33,75,56.08,B-
348,Karen Roth,male,12-10-09,Mrs. Davis,74,77,3,21,13,36,98,99,31,58,70,46.92,C-
349,Jeremy Cooper,male,12/31/1997,Ms. Johnson,19,67,13,53,15,45,17,74,86,79,95,41.46,D+
350,Randall Herman,female,12-03-05,Mrs. Davis,67,62,48,48,21,60,82,66,96,53,75,54,C
351,Rhonda Williams,female,05-04-94,Mr. Brown,17,18,36,66,28,29,17,37,75,25,15,36,D
352,Lisa Lee,female,10/19/2007,Mr. Smith,33,36,34,96,18,11,69,36,0,26,50,41.69,D+
353,Charles Taylor,female,02-08-09,Mr. Brown,40,5,88,76,62,2,82,36,74,23,30,44.54,D+
354,Thomas Williams,female,09-06-10,Mr. Smith,33,5,89,13,45,8,42,92,53,40,55,43.85,D+
355,Christine Dyer,male,10/31/2010,Mr. Smith,92,0,52,54,8,45,41,75,81,50,55,49.62,C-
356,Christopher Miller,male,8/30/1992,Mr. Brown,46,72,27,91,100,70,52,27,93,58,80,59.54,B-
357,Maria Baker,female,09-03-03,Mr. Brown,97,89,15,7,45,47,67,38,49,20,75,46.38,C-
358,Jonathan Freeman,female,04-12-05,Ms. Johnson,22,75,11,18,78,1,27,0,66,55,75,37.77,D
359,Dr. Diane Hernandez MD,male,4/15/2006,Mr. Smith,84,29,29,91,25,86,5,74,94,51,85,52.54,C
360,Richard Robertson,female,1/27/1999,Mr. Smith,9,44,99,44,6,64,3,43,3,90,5,44,D+
361,Robert Simmons,male,8/13/2009,Mr. Brown,95,85,32,32,54,15,6,83,51,73,100,56.31,B-
362,Michelle Acevedo,male,10/30/2005,Mr. Smith,48,82,66,43,30,81,90,53,42,33,25,51.31,C
363,John Mahoney,female,02-05-05,Mr. Smith,95,77,19,28,29,25,97,54,69,84,20,52.15,C
364,David Conway,male,12/25/2005,Mr. Smith,38,43,64,47,25,86,36,67,46,64,10,60.69,B
365,Jennifer Baker,male,3/22/1996,Mr. Brown,97,97,99,98,20,97,78,49,46,88,100,76.31,A-
366,Lisa Leon,male,08-09-93,Mr. Brown,54,42,98,26,71,9,20,5,49,42,15,45.08,C-
367,Sandra Anderson,female,11-04-01,Mr. Brown,58,40,43,0,0,35,99,37,58,40,20,49.08,C-
368,Vanessa Moses,female,05-07-99,Mr. Brown,10,83,93,28,24,90,78,4,30,67,55,46.23,C-
369,Michael Vega MD,male,3/15/1994,Mr. Smith,56,6,18,14,84,65,65,53,7,76,35,48,C-
370,Stephanie Pacheco,female,6/18/1998,Ms. Johnson,20,20,88,76,57,45,27,87,21,89,5,56.77,B-
371,Zachary Lopez,female,5/21/2001,Mr. Smith,13,70,61,57,31,35,26,12,94,38,95,43.85,D+
372,Robert Jones,male,11/17/2001,Mr. Smith,24,48,27,14,31,3,25,6,32,66,30,29.85,E
373,Bob Adams,male,07-02-98,Mr. Smith,39,23,79,85,67,52,30,66,6,50,5,58.15,B-
374,Christopher Whitney,male,12-08-94,Mrs. Davis,66,67,91,79,68,76,88,0,83,50,15,67.77,B
375,Tyler Ritter,female,5/15/2003,Mrs. Davis,52,42,40,9,91,25,1,85,47,25,15,45.54,C-
376,Benjamin Parker,female,2/28/2006,Mrs. Davis,58,46,41,31,55,1,48,28,63,96,25,45,C-
377,Juan Gallegos,female,9/21/1992,Mr. Smith,93,86,3,16,11,94,58,94,67,64,45,55.38,B-
378,James Lewis,female,6/20/2004,Mrs. Davis,67,51,86,99,64,8,69,82,46,81,75,61.08,B
379,Robert Simpson,female,03-02-08,Ms. Johnson,38,24,73,76,98,39,27,83,21,17,75,43.31,D+
380,Isabella Stewart,female,7/30/2001,Mr. Smith,75,11,31,21,72,56,31,22,24,89,5,39.15,D
381,David Brock,female,11-11-01,Mr. Smith,68,37,83,82,85,0,10,28,58,14,55,46.85,C-
382,Lisa Mclaughlin,female,02-03-93,Ms. Johnson,83,20,71,80,91,1,98,78,26,90,25,58.15,B-
383,Kelly Russell,female,5/30/2005,Mrs. Davis,26,71,88,88,4,39,61,93,87,11,25,56.31,B-
384,Sarah Perez,male,12-02-04,Mr. Smith,39,12,61,22,91,32,55,62,81,43,0,42.85,D+
385,Lisa Moses,female,02-09-03,Ms. Johnson,38,15,99,18,5,25,68,54,31,19,25,38.15,D
386,Andrew Medina,female,05-03-98,Ms. Johnson,91,4,4,85,56,41,91,15,3,19,30,48.77,C-
387,Felicia Bruce,male,01-04-90,Mrs. Davis,4,97,2,78,50,53,79,73,35,51,95,49.23,C-
388,Kelly Osborne,male,1/20/2003,Mr. Brown,72,53,98,49,22,1,40,31,21,43,75,45,C-
389,Lorraine Salazar,male,2/21/2003,Ms. Johnson,66,67,86,4,20,62,12,2,50,66,40,40.85,D+
390,Bill Kelley,male,01-12-97,Mr. Brown,19,59,10,13,42,5,44,78,28,20,55,42.77,D+
391,Victoria Perez,male,7/27/1997,Mr. Smith,2,75,92,87,12,33,46,78,23,58,100,45.31,C-
392,Michael Blackburn,female,07-02-05,Mr. Smith,61,16,53,89,40,37,18,90,75,90,20,55.77,B-
393,Stephen Mason,female,9/21/2007,Mrs. Davis,7,64,20,51,87,25,30,31,31,2,25,45.46,C-
394,Colin White,female,11/22/1991,Mrs. Davis,76,23,25,41,23,45,20,94,74,14,90,38.15,D
395,Derek Hayes,female,7/23/2009,Mr. Brown,79,18,26,24,49,15,41,65,21,97,35,50.69,C
396,Susan Allison,female,7/18/1995,Ms. Johnson,77,82,77,56,99,66,27,2,50,71,55,58.23,B-
397,Patricia Stokes,female,7/22/2007,Mr. Brown,54,46,52,63,59,59,57,51,58,7,15,46.46,C-
398,Danielle Dennis,male,12/16/1994,Ms. Johnson,59,79,23,42,26,60,100,13,2,77,80,46.08,C-
399,Ashley Tran,female,05-11-02,Mrs. Davis,40,68,13,96,79,85,4,53,80,9,15,52.69,C
400,Janice Wise,male,04-12-91,Mrs. Davis,52,56,86,42,58,4,53,98,13,66,10,55.85,B-
401,John Martinez,female,03-07-03,Mrs. Davis,80,77,70,43,43,93,58,34,44,42,100,56.92,B-
402,Heather Martin,male,5/20/1996,Mr. Smith,31,54,53,56,67,0,91,12,67,27,15,48.54,C-
403,Donald Campos,female,09-05-06,Ms. Johnson,71,13,45,66,89,36,61,41,69,25,20,55,B-
404,Angela Miranda,male,5/15/1997,Ms. Johnson,69,48,3,34,60,98,68,84,6,44,65,51.85,C
405,Cindy Becker,male,11/21/2008,Ms. Johnson,13,28,44,27,60,29,32,82,79,13,15,46,C-
406,Carmen Farrell,female,1/20/1996,Ms. Johnson,31,21,10,84,47,28,40,91,10,51,15,45.62,C-
407,Joan Morgan,male,03-03-91,Mrs. Davis,10,32,34,75,79,16,19,41,14,100,90,40.54,D+
408,John Oneal,female,3/15/2004,Mr. Brown,26,39,44,75,42,21,50,97,60,10,95,49.23,C-
409,Nancy Norman,male,02-09-94,Mrs. Davis,89,83,87,46,11,76,95,15,46,74,20,62,B
410,Patricia Martinez,female,10-05-02,Ms. Johnson,97,88,23,41,15,32,27,76,48,78,10,56.38,B-
411,David Francis,male,2/13/1996,Mrs. Davis,70,7,7,81,80,90,77,18,92,67,85,60.38,B
412,Kenneth Massey,female,07-09-00,Mr. Brown,38,86,79,76,81,50,49,59,63,10,40,54.08,C
413,Lisa Warren,male,3/30/2007,Mr. Smith,59,84,41,38,46,54,94,14,22,75,75,46.77,C-
414,Mr. Colin Stein MD,male,12/30/1993,Mr. Brown,12,12,89,75,64,46,56,15,83,48,100,50.77,C
415,Mr. Mark Ramirez,female,09-02-95,Ms. Johnson,84,31,34,14,20,55,95,43,21,96,15,52.69,C
416,Joseph Cabrera,male,12/16/2008,Mr. Brown,96,12,99,85,24,68,57,89,91,72,5,59.54,B-
417,Brenda Barr,female,9/23/1993,Ms. Johnson,78,3,80,99,75,27,81,58,96,18,100,57.69,B-
418,Brett Hamilton,female,12/22/2003,Mr. Smith,67,36,49,16,98,95,93,17,33,22,80,48.77,C-
419,Dr. Jimmy Cruz,female,12-08-00,Mrs. Davis,73,93,52,60,51,19,3,32,0,8,100,43.08,D+
420,Jacob Davis,male,6/21/1992,Mrs. Davis,16,74,96,24,13,38,48,67,38,55,65,40.23,D+
421,Miranda Hughes,female,03-08-08,Mr. Smith,55,2,59,77,12,58,45,91,66,92,5,50.77,C
422,Arthur Henry,male,9/17/2002,Mr. Smith,68,67,84,86,29,73,69,50,96,88,15,69.69,B
423,Melissa Chen,female,06-06-02,Mr. Brown,29,47,14,54,70,62,98,69,39,18,35,55.92,B-
424,Amy Jones,female,07-03-90,Ms. Johnson,70,67,7,22,98,92,34,54,67,97,30,53,C
425,Jeremy Christensen,male,11/26/2002,Mr. Brown,87,54,95,58,66,78,33,93,68,11,95,63.31,B
426,Julia Ortiz,female,09-08-04,Ms. Johnson,40,31,74,41,1,33,64,24,28,75,45,47.62,C-
427,Monica Estrada,male,6/30/1996,Mr. Smith,71,6,87,61,32,34,35,65,85,87,80,56.69,B-
428,Paula Hernandez,male,9/20/1994,Mrs. Davis,58,26,9,30,52,68,2,89,65,22,100,46.23,C-
429,Rebecca Brock,female,04-01-01,Mrs. Davis,2,69,37,97,59,78,76,51,26,78,50,56.08,B-
430,Maria Gardner,male,02-06-90,Ms. Johnson,25,61,12,48,80,91,67,35,60,4,15,45.77,C-
431,Sharon Hawkins,female,06-10-92,Mrs. Davis,23,37,46,86,73,74,67,11,42,7,30,54.54,C
432,Stacey Lewis,female,08-10-04,Mrs. Davis,57,28,26,37,20,93,58,61,42,89,30,50.08,C
433,Dawn Escobar,male,09-08-91,Mr. Smith,28,8,59,4,60,51,16,90,76,27,75,44.62,D+
434,Katrina Hunt,male,9/24/2007,Mr. Smith,99,46,70,46,3,8,28,19,14,37,55,38.69,D
435,Julie Hernandez,male,12/29/1999,Mr. Brown,63,80,1,48,24,90,73,42,67,6,65,45.38,C-
436,Michael Macdonald,male,09-12-01,Ms. Johnson,37,11,58,82,20,12,39,17,84,66,95,42.46,D+
437,Jessica Burns,female,8/23/1990,Ms. Johnson,16,18,55,1,73,6,71,3,59,32,100,33.85,D-
438,Shawn Hogan,female,10/23/2002,Mr. Brown,99,72,2,54,56,49,87,17,34,33,100,53.62,C
439,Richard Dawson,female,4/15/2003,Ms. Johnson,16,42,62,13,75,65,70,16,62,23,0,49.15,C-
440,Kyle Craig,female,3/17/2002,Mrs. Davis,22,98,46,86,65,75,98,81,85,32,70,64.54,B
441,Stephanie Miller,female,11-03-00,Ms. Johnson,57,34,6,65,0,69,42,56,35,73,30,41.08,D+
442,Lisa Chan,male,5/27/2004,Mr. Brown,97,55,79,27,68,83,86,83,31,66,60,69.46,B
443,Sandra Grant,male,11/24/1999,Mr. Brown,31,71,37,41,61,34,40,76,18,32,25,45.77,C-
444,Terry Strickland,female,1/22/1999,Mrs. Davis,48,8,51,4,58,34,48,68,70,34,45,37.69,D
445,Steven Schmidt,female,09-08-99,Ms. Johnson,66,28,23,47,72,24,61,38,63,65,40,55.54,B-
446,Alexander Taylor,female,12-11-90,Mrs. Davis,5,5,83,40,48,11,64,56,56,56,80,46.08,C-
447,Joseph Mendez,male,5/30/2006,Mrs. Davis,1,42,28,60,93,91,28,37,52,35,70,48.31,C-
448,Angelica Jones,female,5/25/1997,Mr. Smith,56,1,98,31,31,22,46,81,100,25,60,46.85,C-
449,Sarah Garza,male,10-04-03,Mr. Brown,53,23,60,80,60,96,83,6,50,71,90,58.15,B-
450,Melissa Bailey,male,4/20/1996,Mr. Brown,97,31,71,63,44,51,30,30,6,99,5,50.08,C
451,Vicki Patel,female,7/30/2004,Mrs. Davis,25,54,97,28,45,48,46,49,73,17,40,43.92,D+
452,Travis Bowman,male,5/18/1990,Mrs. Davis,83,43,26,95,80,7,91,66,82,98,40,64.15,B
453,William Harrison,male,09-11-02,Ms. Johnson,63,90,4,14,15,12,42,39,87,63,55,43.69,D+
454,Brian Moyer,male,09-01-93,Mr. Brown,74,0,19,66,2,15,34,4,97,59,75,45.92,C-
455,Katherine Ross,male,5/23/2001,Mr. Smith,60,42,52,77,31,5,12,26,93,84,15,47.38,C-
456,Aaron Grant,female,04-06-98,Mr. Smith,68,60,90,63,50,1,2,0,25,82,80,44.54,D+
457,Glenn Rodriguez,male,04-05-03,Ms. Johnson,19,30,87,1,15,50,81,21,45,44,80,40.31,D+
458,Carlos Mendez,male,05-04-92,Mr. Smith,17,20,77,6,80,79,40,31,54,31,15,43.08,D+
459,Lisa Ramirez,male,07-03-07,Mr. Brown,26,77,91,2,41,34,55,41,40,32,100,43.46,D+
460,Kyle Norris,female,2/21/2007,Ms. Johnson,17,33,87,75,30,4,0,32,5,47,45,38.46,D
461,Ryan Stout,female,4/21/1990,Ms. Johnson,69,76,41,31,95,23,48,7,57,65,30,49.38,C-
462,Steven Powell,female,1/31/2000,Mr. Brown,45,93,33,17,95,10,2,47,57,26,70,38.54,D
463,Paula Hartman,female,03-05-95,Mr. Brown,99,47,31,12,62,25,23,57,79,39,10,46.38,C-
464,Tommy Smith,female,5/30/2003,Ms. Johnson,91,100,66,67,14,57,88,57,52,77,100,61.38,B
465,Larry James,male,12/22/1997,Ms. Johnson,52,18,78,39,53,71,7,70,19,28,100,35.62,D
466,Maurice Thomas,female,09-06-09,Mrs. Davis,92,15,30,38,27,35,35,37,52,67,60,44.08,D+
467,Megan Berg,male,05-05-95,Mrs. Davis,30,29,56,20,96,80,51,71,79,84,100,60,B
468,Karen Sullivan,male,4/14/1996,Mr. Smith,92,14,49,32,2,33,35,34,84,51,45,44,D+
469,Amber Smith,male,9/19/2008,Mr. Smith,42,45,61,36,76,95,4,87,95,83,15,53.62,C
470,Michael Aguirre,male,4/20/1999,Mr. Smith,11,33,96,46,25,82,81,42,39,41,60,45.15,C-
471,Michael Lewis,female,03-10-03,Mr. Smith,45,65,65,66,49,64,49,59,22,43,30,50.85,C
472,Linda Cunningham,male,10-09-96,Ms. Johnson,34,33,1,69,53,5,8,75,22,98,20,44.08,D+
473,Deanna Simpson,male,2/23/1995,Ms. Johnson,54,57,6,25,100,7,69,47,2,66,5,48.54,C-
474,Keith Chung,female,3/28/2002,Mrs. Davis,82,94,23,25,47,78,39,58,34,81,20,51.15,C
475,Matthew Barnett,female,01-09-96,Mr. Brown,85,36,27,91,17,58,98,52,75,68,45,52.77,C
476,Joseph Carr,male,11/23/1991,Ms. Johnson,68,52,69,18,29,72,11,95,61,31,55,53.69,C
477,Nicole Patterson,male,12/27/1996,Mr. Smith,70,51,14,60,18,44,72,36,24,98,45,45.69,C-
478,Jeffrey Guerrero,male,10-06-97,Ms. Johnson,33,70,15,100,19,96,6,83,65,30,75,52.46,C
479,Marcus Allen,female,07-03-99,Ms. Johnson,85,16,28,78,17,28,92,20,43,87,20,51.69,C
480,Hannah Burke,female,11/26/1991,Mr. Brown,90,42,39,75,99,32,64,21,66,93,85,56.31,B-
481,Cynthia Leon,female,11/24/2009,Mr. Smith,44,39,78,17,42,43,71,42,84,22,20,38.77,D
482,Sarah Oliver,male,10/23/1997,Mrs. Davis,44,56,6,34,4,75,47,10,22,70,35,37.92,D
483,Ashley Guerrero,female,08-01-04,Mrs. Davis,94,40,67,16,62,50,64,49,53,13,85,56.38,B-
484,Nicole Walker,female,11/25/2002,Mrs. Davis,2,54,53,22,94,87,44,32,0,14,10,40.77,D+
485,Christine Hodges,female,12-08-01,Mrs. Davis,23,99,44,28,14,79,73,45,43,33,35,48.62,C-
486,Elizabeth Wilson,female,11/14/1999,Mrs. Davis,26,20,82,86,88,5,17,53,94,74,100,50.46,C
487,Andrew Evans,male,3/29/1995,Ms. Johnson,76,51,97,48,19,18,74,94,33,7,65,55.54,B-
488,Austin Beck,male,9/25/2009,Mr. Brown,27,33,82,17,66,99,24,55,20,74,5,57.85,B-
489,Gregory Martin,male,5/21/1992,Mr. Brown,91,44,47,49,56,62,0,4,19,36,55,41.08,D+
490,Robert Rodriguez,male,8/14/2000,Ms. Johnson,43,63,92,20,71,47,90,67,36,33,20,59.46,B-
491,Christopher Curry,female,3/21/2003,Mrs. Davis,73,99,14,33,2,42,26,47,96,4,45,44.77,D+
492,Jessica Coleman,male,11-08-08,Ms. Johnson,23,77,52,18,23,79,7,54,68,15,5,40.23,D+
493,Jimmy Duke,female,12/31/1993,Mr. Smith,99,56,4,14,19,6,11,58,39,92,30,44.54,D+
494,Robert Peterson,female,11-07-06,Mrs. Davis,42,28,58,33,16,84,18,58,52,67,20,40,D+
495,John Roberts,male,1/26/1999,Ms. Johnson,56,94,98,18,5,92,3,29,35,16,5,40.38,D+
496,Melissa Gomez,female,01-03-92,Ms. Johnson,27,4,87,50,34,14,26,69,50,71,60,45.08,C-
